"Date","Time","CO.GT.","PT08.S1.CO.","C6H6.GT.","PT08.S2.NMHC.","NOx.GT.","PT08.S3.NOx.","NO2.GT.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH","NOx2","C6H6_2","NOx_RH","NOx_T","PAN_proxy","HONO_proxy","SAPRC_proxy"
"2005-03-15","08.00.00",2.6,1370,14,1118,506,495,151,1459,1406,10.4,62.7,0.7909,256036,196,31726.2,5262.4,168.53102,150.924948,164.6652
"2005-03-15","09.00.00",3.3,1471,18.9,1265,485,434,158,1655,1617,13,53.9,0.8036,235225,357.21,26141.5,6305,169.936378,156.15894,167.075089
"2005-03-15","10.00.00",4,1447,15.6,1167,684,466,194,1514,1694,16.4,44.6,0.8242,467856,243.36,30506.4,11217.6,192.096368,203.647448,192.581424
"2005-03-15","11.00.00",3.1,1329,13.2,1090,562,508,181,1401,1473,19.1,36.7,0.8044,315844,174.24,20625.4,10734.2,174.524412,187.780552,169.227916
"2005-03-15","12.00.00",2.2,1197,10.3,989,357,577,161,1297,1087,21,30.6,0.7508,127449,106.09,10924.2,7497,137.418242,150.536612,129.706881
"2005-03-15","13.00.00",2.1,1198,9.7,968,306,590,143,1264,945,22.1,27.6,0.7254,93636,94.09,8445.6,6762.6,125.528207,141.70438,118.126781
"2005-03-15","14.00.00",2.2,1171,10,977,292,608,142,1234,905,22.2,25.5,0.6752,85264,100,7446,6482.4,122.47188,140.846556,115.5274
"2005-03-15","15.00.00",1.9,1191,10.9,1011,305,620,146,1262,903,23.6,23.2,0.6665,93025,118.81,7076,7198,124.751858,144.66188,117.340729
"2005-03-15","16.00.00",2.5,1213,12.3,1060,386,578,166,1292,1041,23.6,22.9,0.6571,148996,151.29,8839.4,9109.6,140.983167,163.079708,132.426761
"2005-03-15","17.00.00",2.9,1258,14.2,1124,408,552,172,1363,1194,22.8,24.6,0.6736,166464,201.64,10036.8,9302.4,148.365532,166.868024,141.028476
"2005-03-15","18.00.00",3.9,1413,21.6,1339,521,464,196,1611,1533,20.3,29.7,0.6973,271441,466.56,15473.7,10576.3,169.313103,188.217054,163.723604
"2005-03-15","19.00.00",6.3,1610,30.9,1573,766,381,243,1890,1932,18,36,0.7345,586756,954.81,27576,13788,190.091303,233.81448,189.684929
"2005-03-15","20.00.00",7.4,1710,33.5,1632,841,346,248,2028,2140,16.4,41.9,0.7759,707281,1122.25,35237.9,13792.4,194.73037,240.50448,198.290825
"2005-03-15","21.00.00",5.7,1515,19.9,1295,754,435,233,1615,1871,14.9,47.6,0.8003,568516,396.01,35890.4,11234.6,200.686063,214.718268,205.830309
"2005-03-15","22.00.00",2.3,1199,8.4,916,350,613,174,1227,1435,13.8,49.6,0.7793,122500,70.56,17360,4830,144.810708,135.2298,140.173704
"2005-03-15","23.00.00",1.5,1128,6.1,818,244,674,149,1156,1303,13.2,51.6,0.7765,59536,37.21,12590.4,3220.8,122.453123,113.405616,119.989489
"2005-03-16","00.00.00",1.4,1108,5.7,798,221,694,134,1144,1199,11.8,56.9,0.7836,48841,32.49,12574.9,2607.8,115.783602,105.347316,113.973241
"2005-03-16","01.00.00",1.1,1038,4,709,183,768,123,1087,1069,11.4,58,0.7818,33489,16,10614,2086.2,103.826855,97.786588,102.2172
"2005-03-16","02.00.00",0.9,1004,2.9,646,166,823,111,1054,989,11.3,58,0.7742,27556,8.41,9628,1875.8,97.271783,94.781812,95.307269
"2005-03-16","03.00.00",0.7,969,2,584,133,904,93,1021,899,10.7,59.6,0.7673,17689,4,7926.8,1423.1,87.559655,87.996702,86.6765
"2005-03-16","04.00.00",0.6,938,1.7,559,147,942,97,1026,850,9,65.4,0.7532,21609,2.89,9613.8,1323,89.021082,87.216668,86.887001
"2005-03-16","05.00.00",0.6,927,1.6,549,119,967,86,1008,828,8,68.9,0.7402,14161,2.56,8199.1,952,83.027903,80.506816,83.022904
"2005-03-16","06.00.00",0.8,977,3.3,673,179,830,99,1060,902,7.5,70.9,0.7358,32041,10.89,12691.1,1342.5,98.972722,89.275506,96.886701
"2005-03-16","07.00.00",1,1011,3.6,685,178,823,99,1054,902,7.6,69.2,0.7238,31684,12.96,12317.6,1352.8,99.165708,90.490208,97.402464
"2005-03-16","08.00.00",2.1,1228,10.2,984,390,588,129,1293,1222,8.7,64.3,0.7257,152100,104.04,25077,3393,147.894672,130.95904,143.092936
"2005-03-16","09.00.00",4.2,1521,25.2,1434,579,404,161,1809,1784,11.7,54.3,0.7459,335241,635.04,31439.7,6774.3,180.182767,175.377134,177.455836
"2005-03-16","10.00.00",4.3,1425,16,1178,735,468,202,1477,1761,15.9,42.2,0.7553,540225,256,31017,11686.5,197.652175,219.58893,201.0117
"2005-03-16","11.00.00",3.2,1339,13.3,1094,568,509,200,1376,1634,19.3,34.7,0.7681,322624,176.89,19709.6,10962.4,178.978307,191.969012,174.747701
"2005-03-16","12.00.00",2.8,1310,11.9,1046,487,552,194,1351,1527,23.1,27.3,0.7615,237169,141.61,13295.1,11249.7,165.968978,179.868834,159.157749
"2005-03-16","13.00.00",2.4,1250,10.9,1012,343,585,173,1249,1192,26.1,20.8,0.6959,117649,118.81,7134.4,8952.3,137.089538,152.833766,129.501229
"2005-03-16","14.00.00",2.5,1181,11,1015,351,617,169,1192,1023,26.8,17.9,0.6249,123201,121,6282.9,9406.8,134.192995,157.228456,125.1825
"2005-03-16","15.00.00",2.9,1272,17.3,1220,417,533,188,1353,1251,28.4,16,0.6095,173889,299.29,6672,11842.8,149.729202,172.363032,141.589561
"2005-03-16","16.00.00",3,1231,12.4,1064,509,618,211,1188,1082,28.8,15.1,0.5877,259081,153.76,7685.9,14659.2,157.059063,193.822632,146.304584
"2005-03-16","17.00.00",3.6,1286,17.4,1223,573,529,210,1350,1348,27.9,15.6,0.5782,328329,302.76,8938.8,15986.7,171.001323,209.123366,163.576384
"2005-03-16","18.00.00",3.5,1315,17.5,1225,518,509,193,1408,1365,24.1,20.6,0.6075,268324,306.25,10670.8,12483.8,166.076655,195.27582,159.092325
"2005-03-16","19.00.00",4.8,1494,26.2,1460,641,420,227,1682,1827,21,28,0.6904,410881,686.44,17948,13461,184.192387,215.98602,180.433196
"2005-03-16","20.00.00",4.4,1494,23.1,1381,544,422,223,1677,1879,18.4,38.8,0.8152,295936,533.61,21107.2,10009.6,179.380043,181.923696,176.081649
"2005-03-16","21.00.00",4.9,1545,23.5,1390,582,423,229,1676,1915,16.9,42.9,0.8222,338724,552.25,24967.8,9835.8,184.246855,185.52672,181.917325
"2005-03-16","22.00.00",2.9,1354,13.3,1094,407,517,194,1357,1705,15.5,45,0.7895,165649,176.89,18315,6308.5,161.693082,149.91849,159.080101
"2005-03-16","23.00.00",2.1,1301,10.5,998,327,553,171,1283,1610,14.3,49.6,0.8049,106929,110.25,16219.2,4676.1,146.73593,130.180626,144.941325
"2005-03-17","00.00.00",1.6,1144,6.3,826,221,661,147,1158,1300,14.7,48,0.7977,48841,39.69,10608,3248.7,118.232562,111.000478,116.808021
"2005-03-17","01.00.00",1.2,1080,4.4,732,142,748,111,1087,1093,13.3,51.4,0.7821,20164,19.36,7298.8,1888.6,96.689228,94.079292,97.989124
"2005-03-17","02.00.00",0.9,1013,3.3,671,123,817,104,1056,986,12.6,53.7,0.7793,15129,10.89,6605.1,1549.8,89.117482,89.243588,90.371401
"2005-03-17","03.00.00",0.7,966,2,587,106,921,90,1017,846,11.5,56.8,0.7706,11236,4,6020.8,1219,80.73922,84.590628,81.4651
"2005-03-17","04.00.00",0.6,959,1.9,578,100,909,81,1016,822,10.1,61.9,0.7631,10000,3.61,6190,1010,79.080323,80.8375,80.385549
"2005-03-17","05.00.00",0.5,919,1.4,532,85,997,69,983,714,9.8,61.8,0.7523,7225,1.96,5253,833,72.718803,78.4409,74.167964
"2005-03-17","06.00.00",0.6,953,2.3,604,114,903,84,1020,838,9,64.3,0.7417,12996,5.29,7330.2,1026,83.113167,82.330732,84.051161
"2005-03-17","07.00.00",1.3,1117,5.9,808,299,669,123,1178,1109,7.9,68.4,0.7324,89401,34.81,20451.6,2362.1,127.935378,111.37457,122.809229
"2005-03-17","08.00.00",3.8,1485,18.9,1265,723,441,166,1647,1676,9.5,62.6,0.7444,522729,357.21,45259.8,6868.5,195.409658,190.971098,199.193589
"2005-03-17","09.00.00",5.6,1583,26.1,1457,745,376,189,1808,1976,13.2,51,0.7704,555025,681.21,37995,9834,197.698378,209.93916,201.120089
"2005-03-17","10.00.00",4.4,1448,16.2,1187,668,471,217,1490,1814,16.9,40.3,0.7717,446224,262.44,26920.4,11289.2,193.491972,207.473452,194.054896
"2005-03-17","11.00.00",3,1294,10.8,1006,571,567,196,1296,1538,20.8,31.3,0.7617,326041,116.64,17872.3,11876.8,175.762647,195.51528,169.721976
"2005-03-17","12.00.00",2.2,1269,11.1,1016,388,579,189,1273,1383,24.3,24.7,0.7407,150544,123.21,9583.6,9428.4,148.768883,160.239692,141.658589
"2005-03-17","13.00.00",2,1247,10.2,985,323,581,174,1255,1184,26.7,22.6,0.7785,104329,104.04,7299.8,8624.1,133.295227,145.592322,125.871936
"2005-03-17","14.00.00",2.2,1239,11.9,1045,312,559,161,1312,1094,27.1,21.7,0.7636,97344,141.61,6770.4,8455.2,130.162203,143.760092,123.220749
"2005-03-17","15.00.00",2.1,1199,11.8,1041,320,574,158,1271,986,28.3,17.9,0.6769,102400,139.24,5728,9056,128.578532,148.42242,120.339816
"2005-03-17","16.00.00",2.2,1216,10.9,1013,322,576,161,1277,967,27.8,20,0.7378,103684,118.81,6440,8951.6,128.132463,147.045864,119.457129
"2005-03-17","17.00.00",1.9,1131,8.6,925,276,638,147,1158,831,26.2,19.4,0.6491,76176,73.96,5354.4,7231.2,116.299348,139.379272,107.880564
"2005-03-17","18.00.00",2.7,1300,15,1149,341,530,165,1353,1182,22.7,24.4,0.6661,116281,225,8320.4,7740.7,138.369195,152.377262,132.8324
"2005-03-17","19.00.00",3.9,1358,21.3,1331,531,459,214,1518,1523,20.2,29.3,0.686,281961,453.69,15558.3,10726.2,170.441562,191.197516,164.959121
"2005-03-17","20.00.00",5.6,1492,24.8,1425,653,417,228,1690,1780,17.3,35.2,0.6907,426409,615.04,22985.6,11296.9,186.459727,212.937602,184.437036
"2005-03-17","21.00.00",4.9,1413,18.4,1251,646,478,240,1504,1682,16.1,38.7,0.7023,417316,338.56,25000.2,10400.6,188.141428,207.496616,187.352004
"2005-03-17","22.00.00",2.2,1210,9.1,943,333,611,188,1224,1390,14.6,44.5,0.7337,110889,82.81,14818.5,4861.8,141.493938,136.967532,137.340329
"2005-03-17","23.00.00",1.9,1196,8.1,902,299,620,173,1185,1390,13.7,48.6,0.7555,89401,65.61,14531.4,4096.3,135.520018,126.618246,132.272549
"2005-03-18","00.00.00",1.4,1101,5.9,809,224,690,150,1123,1201,12.4,52.2,0.7513,50176,34.81,11692.8,2777.6,116.459603,109.805192,114.500729
"2005-03-18","01.00.00",1.3,1076,5.1,770,195,721,134,1093,1107,11.9,53.4,0.7414,38025,26.01,10413,2320.5,108.188418,103.64065,106.869309
"2005-03-18","02.00.00",1.1,1040,4.5,736,209,740,132,1099,1050,10.4,58.4,0.7367,43681,20.25,12205.6,2173.6,108.97977,103.07512,106.300025
"2005-03-18","03.00.00",0.9,989,3.2,667,168,824,117,1048,943,8.9,63.5,0.7268,28224,10.24,10668,1495.2,97.455712,92.520788,95.934916
"2005-03-18","04.00.00",0.9,966,2.8,639,153,843,103,1033,903,8.2,65.9,0.7168,23409,7.84,10082.7,1254.6,93.221367,88.484476,92.289856
"2005-03-18","05.00.00",0.7,912,2,587,140,922,99,1002,826,7.7,67.1,0.7074,19600,4,9394,1078,87.8026,85.67206,86.6625
"2005-03-18","06.00.00",0.8,960,3.3,668,184,841,106,1038,878,7.2,68.6,0.6978,33856,10.89,12622.4,1324.8,99.396547,92.373496,96.904601
"2005-03-18","07.00.00",1.2,1028,5.4,784,266,709,113,1110,996,7.5,66.7,0.6943,70756,29.16,17742.2,1995,119.314208,107.997912,114.664344
"2005-03-18","08.00.00",2.9,1375,14.5,1134,518,504,141,1467,1470,8.7,61.6,0.696,268324,210.25,31908.8,4506.6,171.873655,157.614012,168.963125
"2005-03-18","09.00.00",5.4,1522,26.5,1466,681,380,180,1822,1883,12,51,0.7131,463761,702.25,34731,8172,190.42617,200.20064,190.397025
"2005-03-18","10.00.00",4.3,1400,17.6,1227,558,465,192,1542,1661,15.4,42.5,0.7379,311364,309.76,23715,8593.2,179.336148,184.099828,176.642184
"2005-03-18","11.00.00",3.1,1323,14.9,1144,457,502,187,1405,1568,18.8,33.5,0.7186,208849,222.01,15309.5,8591.6,164.718698,171.179184,160.154009
"2005-03-18","12.00.00",2.4,1250,10.3,990,353,579,169,1262,1291,22.2,28.1,0.7426,124609,106.09,9919.3,7836.6,141.429242,151.180292,134.811281
"2005-03-18","13.00.00",2.3,1283,12,1048,313,550,161,1336,1226,24.7,25.5,0.7785,97969,144,7981.5,7731.1,133.986855,142.515334,128.4405
"2005-03-18","14.00.00",2.3,1171,10.4,993,290,597,160,1208,841,25,23.4,0.7301,84100,108.16,6786,7250,120.288788,139.51496,112.551944
"2005-03-18","15.00.00",2.3,1264,12.9,1081,318,555,177,1323,951,25.9,21.9,0.7209,101124,166.41,6964.2,8236.2,128.292943,146.27808,120.863669
"2005-03-18","16.00.00",3.4,1301,15.1,1152,479,525,219,1343,1151,25.6,21.7,0.7039,229441,228.01,10394.3,12262.4,156.218138,182.410624,147.336009
"2005-03-18","17.00.00",3.7,1321,15.8,1175,494,525,212,1366,1279,25.1,21.8,0.6854,244036,249.64,10769.2,12399.4,161.207272,186.389908,153.304776
"2005-03-18","18.00.00",4.1,1343,20.1,1298,551,477,225,1495,1416,22.1,25.6,0.6728,303601,404.01,14105.6,12177.1,170.442138,198.19631,164.291909
"2005-03-18","19.00.00",5.6,1493,25.6,1444,701,417,240,1702,1738,19.1,32.5,0.7112,491401,655.36,22782.5,13389.1,188.202543,224.536814,186.903124
"2005-03-18","20.00.00",5.3,1545,24,1403,571,407,223,1743,1821,16.7,42.5,0.8002,326041,576,24267.5,9535.7,180.443895,184.369578,177.1813
"2005-03-18","21.00.00",4.9,1477,18.3,1247,643,456,241,1562,1733,15.5,48.3,0.8439,413449,334.89,31056.9,9966.5,189.239882,190.687634,188.823301
"2005-03-18","22.00.00",2,1202,7.2,864,282,620,159,1255,1115,13.3,60.5,0.9168,79524,51.84,17061,3750.6,125.486892,110.962984,120.773156
"2005-03-18","23.00.00",1.9,1236,6.8,849,251,631,150,1274,1131,12.1,67.6,0.9539,63001,46.24,16967.6,3037.1,120.493927,99.70423,117.378716
"2005-03-19","00.00.00",2.2,1206,6.8,849,307,640,163,1245,1127,11.8,68.3,0.9432,94249,46.24,20968.1,3622.6,129.778287,108.24818,124.167616
"2005-03-19","01.00.00",1.9,1192,6.4,832,282,646,155,1253,1167,11.6,68.3,0.9314,79524,40.96,19260.6,3271.2,126.297908,104.480324,121.747664
"2005-03-19","02.00.00",1.1,1044,2.7,630,160,845,119,1099,809,11.8,67.9,0.9362,25600,7.29,10864,1888,91.460547,85.11126,88.482561
"2005-03-19","03.00.00",1,1053,2.9,648,125,808,94,1109,709,12.3,65.8,0.9374,15625,8.41,8225,1537.5,82.433538,80.71395,81.503269
"2005-03-19","04.00.00",0.9,1023,2.2,600,106,872,80,1089,575,12.2,66.9,0.9496,11236,4.84,7091.4,1293.2,74.445232,76.888772,73.527156
"2005-03-19","05.00.00",0.9,1005,2.5,620,111,846,83,1098,572,12.1,67.3,0.948,12321,6.25,7470.3,1343.1,75.84257,77.475662,74.826325
"2005-03-19","06.00.00",0.7,959,1.9,578,115,907,79,1079,546,11.8,67.1,0.9274,13225,3.61,7716.5,1357,75.204498,78.47762,73.167449
"2005-03-19","07.00.00",1,1049,3.6,686,156,793,96,1159,795,11.9,65.6,0.9129,24336,12.96,10233.6,1856.4,91.572048,86.268512,89.625564
"2005-03-19","08.00.00",2,1255,10.1,983,320,555,141,1439,1268,12.2,65.6,0.93,102400,102.01,20992,3904,137.692043,112.94968,134.344809
"2005-03-19","09.00.00",2.7,1285,10.9,1009,380,517,153,1452,1366,12.8,64.4,0.9448,144400,118.81,24472,4864,149.433483,123.51448,145.090129
"2005-03-19","10.00.00",2.5,1254,9.9,973,371,543,156,1403,1328,13.4,62,0.9498,137641,98.01,23002,4971.4,146.531138,124.241476,141.563609
"2005-03-19","11.00.00",2.4,1253,9.7,966,343,560,162,1378,1251,14.5,57,0.9333,117649,94.09,19551,4973.5,140.149842,124.12315,135.150581
"2005-03-19","12.00.00",2.2,1242,8.9,935,297,584,164,1327,1127,15.8,51.3,0.9144,88209,79.21,15236.1,4692.6,129.130058,120.82426,124.306489
"2005-03-19","13.00.00",2.1,1212,8.5,918,281,593,160,1308,1066,17.5,46,0.9104,78961,72.25,12926,4917.5,124.40557,121.66291,119.253525
"2005-03-19","14.00.00",1.8,1165,6.6,839,220,652,140,1214,867,19.5,40.2,0.901,48400,43.56,8844,4290,107.079308,113.57604,102.091304
"2005-03-19","15.00.00",1.4,1136,5.4,781,174,712,119,1169,691,21.2,35.9,0.8943,30276,29.16,6246.6,3688.8,92.838208,106.693988,88.313244
"2005-03-19","16.00.00",2.1,1233,8.7,926,260,617,153,1293,917,21.7,35.1,0.8993,67600,75.69,9126,5642,116.631267,124.41134,110.652421
"2005-03-19","17.00.00",1.7,1177,5.8,800,222,696,139,1191,748,20.5,38.4,0.9161,49284,33.64,8524.8,4551,103.578832,114.717348,96.896176
"2005-03-19","18.00.00",1.9,1223,7.6,883,266,614,156,1289,968,18.2,45.9,0.9488,70756,57.76,12209.4,4841.2,118.677388,118.146972,112.882984
"2005-03-19","19.00.00",2.7,1360,12.4,1063,387,507,183,1483,1420,16.2,53,0.9722,149769,153.76,20511,6269.4,151.676423,134.687436,147.264384
"2005-03-19","20.00.00",3.2,1435,14.7,1140,425,477,185,1550,1530,15,57.6,0.9777,180625,216.09,24480,6375,160.331162,137.0059,156.775881
"2005-03-19","21.00.00",3.3,1305,10.5,995,484,552,200,1402,1341,14.1,60.8,0.9716,234256,110.25,29427.2,6824.4,162.329795,143.943088,155.956925
"2005-03-19","22.00.00",2.3,1199,7.3,869,325,618,163,1306,1160,13.2,65.6,0.9882,105625,53.29,21320,4290,133.603722,112.549,127.529761
"2005-03-19","23.00.00",1.9,1217,8.5,921,257,589,154,1336,1261,13.5,63.8,0.9797,66049,72.25,16396.6,3469.5,125.81033,103.078766,123.971525
"2005-03-20","00.00.00",1.9,1200,6.8,847,273,636,151,1297,1132,13.6,63.4,0.9794,74529,46.24,17308.2,3712.8,123.954287,106.025984,119.406216
"2005-03-20","01.00.00",1.9,1150,5.9,807,276,669,149,1243,1042,13.6,63.5,0.9857,76176,34.81,17526,3753.6,121.403003,106.415404,115.491129
"2005-03-20","02.00.00",1.5,1086,4.3,726,202,736,131,1192,848,13.4,64.8,0.988,40804,18.49,13089.6,2706.8,102.047287,93.204488,97.643841
"2005-03-20","03.00.00",1.1,1027,3.5,684,132,788,94,1149,666,13.2,64.8,0.9801,17424,12.25,8553.6,1742.4,83.432555,81.954752,82.050425
"2005-03-20","04.00.00",0.7,993,2.8,640,85,848,66,1110,548,13,65.3,0.9704,7225,7.84,5550.5,1105,70.202087,74.06798,71.285456
"2005-03-20","05.00.00",0.8,985,2.4,610,87,851,69,1101,604,12.6,65.9,0.9583,7569,5.76,5733.3,1096.2,71.457423,74.242116,72.415984
"2005-03-20","06.00.00",0.6,934,1.6,552,70,966,57,1063,520,13.1,64,0.9591,4900,2.56,4480,917,64.614708,72.40078,65.594604
"2005-03-20","07.00.00",0.7,977,2.7,631,113,859,78,1120,659,12.4,66.2,0.95,12769,7.29,7480.6,1401.2,78.541602,78.390024,78.029761
"2005-03-20","08.00.00",0.7,970,2.5,618,112,888,84,1095,611,13.3,62.4,0.946,12544,6.25,6988.8,1489.6,76.729955,80.364232,75.585725
"2005-03-20","09.00.00",1,1041,3.9,706,140,778,97,1178,756,14,59.7,0.9491,19600,15.21,8358,1960,87.507603,86.64978,86.254289
"2005-03-20","10.00.00",1.5,1144,6.2,821,214,651,123,1262,988,15.4,54,0.9385,45796,38.44,11556,3295.6,109.307912,103.365784,106.113796
"2005-03-20","11.00.00",2.4,1209,8.8,933,334,581,166,1329,1058,17,47.5,0.9146,111556,77.44,15865,5678,133.045612,130.64302,126.051096
"2005-03-20","12.00.00",1.6,1083,4.3,727,203,763,130,1135,636,18.6,42.6,0.904,41209,18.49,8647.8,3775.8,96.133762,108.84742,89.101241
"2005-03-20","13.00.00",1.2,1063,3.4,678,163,796,109,1107,522,21.5,35,0.8886,26569,11.56,5705,3504.5,84.209963,104.96673,77.577504
"2005-03-20","14.00.00",0.9,988,2.2,600,110,912,82,1033,415,21.3,35.6,0.8924,12100,4.84,3916,2343,69.608312,93.87458,65.179856
"2005-03-20","15.00.00",0.9,1060,3.6,686,107,830,73,1110,445,23.1,32.1,0.8973,11449,12.96,3434.7,2471.7,71.307783,94.54273,68.234964
"2005-03-20","16.00.00",1.1,1087,4.1,717,135,786,91,1112,515,22.1,34.5,0.9035,18225,16.81,4657.5,2983.5,79.409858,99.19759,75.265429
"2005-03-20","17.00.00",1.4,1153,5.7,798,187,715,109,1184,678,21.5,35.7,0.905,34969,32.49,6675.9,4020.5,95.230962,109.239434,89.932141
"2005-03-20","18.00.00",1.7,1167,6.6,838,240,660,128,1227,825,19.3,41.6,0.923,57600,43.56,9984,4632,109.654108,116.35492,103.339904
"2005-03-20","19.00.00",2.9,1370,12.7,1072,398,535,155,1428,1233,17.3,47.8,0.9363,158404,161.29,19024.4,6885.4,148.668527,141.94334,142.692661
"2005-03-20","20.00.00",4,1403,14.8,1142,585,492,176,1518,1419,16,54.9,0.9934,342225,219.04,32116.5,9360,176.527047,167.48964,172.388536
"2005-03-20","21.00.00",4,1364,12.3,1061,590,534,179,1436,1397,15.6,58,1.0197,348100,151.29,34220,9204,176.066047,163.84416,171.334761
"2005-03-20","22.00.00",1.9,1111,6.3,825,295,679,124,1238,975,14.8,61.3,1.025,87025,39.69,18083.5,4366,123.118042,110.595,115.967721
"2005-03-20","23.00.00",1.5,1091,5.3,777,209,711,105,1217,891,13.8,63.4,0.9916,43681,28.09,13250.6,2884.2,105.448082,95.265444,101.633281
"2005-03-21","00.00.00",1.5,1107,5.3,777,183,697,99,1221,945,13.1,66.1,0.9913,33489,28.09,12096.3,2397.3,102.094842,89.23809,100.417381
"2005-03-21","01.00.00",1.6,1095,4.7,746,177,716,104,1217,916,13.3,66.4,1.0128,31329,22.09,11752.8,2354.1,99.543242,87.843002,97.536381
"2005-03-21","02.00.00",1.1,1027,3.3,673,126,794,95,1160,770,13.3,67,1.0207,15876,10.89,8442,1675.8,84.431847,79.238252,83.944301
"2005-03-21","03.00.00",0.8,996,2.7,631,100,845,81,1153,697,13.1,68.6,1.0288,10000,7.29,6860,1310,76.670347,74.1234,77.286661
"2005-03-21","04.00.00",0.7,955,2,582,83,902,68,1118,611,12.2,72.4,1.0224,6889,4,6009.2,1012.6,70.286255,69.498236,71.322
"2005-03-21","05.00.00",0.6,947,1.6,553,84,944,69,1110,693,11.6,73.8,1.0054,7056,2.56,6199.2,974.4,71.958728,69.087208,73.143104
"2005-03-21","06.00.00",0.7,1003,3,650,113,831,73,1158,750,12.9,67.5,0.999,12769,9,7627.5,1457.7,81.027155,77.091658,81.2514
"2005-03-21","07.00.00",1.3,1120,6.1,815,270,660,113,1291,1053,12.8,68,1.0023,72900,37.21,18360,3456,121.030703,101.57024,115.812689
"2005-03-21","08.00.00",3.2,1476,17.3,1219,487,459,141,1673,1561,13.5,63.9,0.9875,237169,299.29,31119.3,6574.5,169.222602,140.796258,165.960261
"2005-03-21","09.00.00",6.1,1653,31,1573,723,345,174,2147,1920,14.7,59.8,0.9928,522729,961,43235.4,10628.1,187.347355,185.055058,185.3208
"2005-03-21","10.00.00",4.3,1403,15.4,1161,614,487,178,1576,1583,15.9,56.6,1.0147,376996,237.16,34752.4,9762.6,183.347208,169.827908,180.978344
"2005-03-21","11.00.00",2.6,1241,10.9,1011,395,545,163,1428,1274,18.3,49.4,1.0264,156025,118.81,19513,7228.5,148.287258,137.89817,141.708629
"2005-03-21","12.00.00",2,1176,8.4,914,310,621,143,1347,1083,19.8,44.2,1.0091,96100,70.56,13702,6138,128.993108,126.51704,122.115704
"2005-03-21","13.00.00",1.8,1160,7.1,862,259,636,127,1320,924,21.6,39.6,1.009,67081,50.41,10256.4,5594.4,115.303658,119.69112,108.422169
"2005-03-21","14.00.00",2.1,1224,10,977,251,571,131,1424,1002,23.3,35.8,1.0086,63001,100,8985.8,5848.3,117.670895,120.21335,112.9891
"2005-03-21","15.00.00",2.1,1175,8.2,906,261,616,135,1332,905,23.8,33.4,0.9699,68121,67.24,8717.4,6211.8,115.702427,124.133276,108.793516
"2005-03-21","16.00.00",2,1235,9.2,947,241,594,131,1362,923,22.8,35.3,0.9693,58081,84.64,8507.3,5494.8,113.637847,119.2396,108.691176
"2005-03-21","17.00.00",2.6,1288,12.4,1064,317,539,153,1446,1123,22.8,34.9,0.9576,100489,153.76,11063.3,7227.6,132.699023,134.890272,126.960584
"2005-03-21","18.00.00",4.5,1512,23.3,1386,505,425,198,1831,1602,20.9,39.3,0.9615,255025,542.89,19846.5,10554.5,167.630202,169.05857,161.695301
"2005-03-21","19.00.00",6.4,1609,29.7,1544,669,367,232,1999,1878,18.6,46.4,0.9867,447561,882.09,31041.6,12443.4,183.461882,192.793572,179.079481
"2005-03-21","20.00.00",6,1537,25.7,1446,638,392,224,1855,1840,17.2,52.7,1.0285,407044,660.49,33622.6,10973.6,185.582687,178.42314,183.013241
"2005-03-21","21.00.00",3.8,1315,14.3,1126,433,498,183,1537,1474,15.3,61,1.054,187489,204.49,26413,6624.9,159.975162,133.248626,155.810541
"2005-03-21","22.00.00",2.1,1155,8.2,909,252,604,144,1331,1244,14.2,65.4,1.0497,63504,67.24,16480.8,3578.4,124.169612,99.905304,122.127316
"2005-03-21","23.00.00",1.2,1033,4.9,759,154,735,117,1185,937,13.8,65.2,1.0275,23716,24.01,10040.8,2125.2,95.803463,84.742376,95.567809
"2005-03-22","00.00.00",1.3,1078,5.9,808,152,696,106,1221,891,13.3,65.6,0.9969,23104,34.81,9971.2,2021.6,95.542363,84.494616,96.090029
"2005-03-22","01.00.00",1.5,1069,5.7,799,181,682,121,1211,1044,12.6,67.9,0.9886,32761,32.49,12289.9,2280.6,104.621402,87.787028,104.128841
"2005-03-22","02.00.00",0.9,952,2.9,648,109,847,87,1107,792,12.8,64.5,0.9493,11881,8.41,7030.5,1395.2,81.101058,78.690488,81.835769
"2005-03-22","03.00.00",0.7,910,1.8,570,73,964,62,1060,670,12.8,63.6,0.936,5329,3.24,4642.8,934.4,69.181387,73.336064,71.106916
"2005-03-22","04.00.00",0.5,878,1.2,517,83,1069,70,1046,689,12,65.2,0.9103,6889,1.44,5411.6,996,70.949647,74.435376,71.670696
"2005-03-22","05.00.00",0.6,899,1.6,556,90,1001,66,1064,717,10.6,70.8,0.9033,8100,2.56,6372,954,73.972308,72.67188,75.032104
"2005-03-22","06.00.00",0.7,939,2.5,620,151,905,88,1095,813,10.9,69.2,0.9033,22801,6.25,10449.2,1645.9,89.72037,83.332118,87.427925
"2005-03-22","07.00.00",0.9,1001,3.8,701,191,816,93,1130,891,10.3,70.9,0.8907,36481,14.44,13541.9,1967.3,101.041387,88.757266,97.894496
"2005-03-22","08.00.00",2.2,1303,13.5,1102,403,536,116,1488,1323,11.8,66.3,0.9174,162409,182.25,26718.9,4755.4,152.83453,126.21586,148.874625
